Артикул;Наименование;Св.;Св.+Тр.;Б.Тр.;Цена, usd;Цена, руб.;Доп.;Гар.;Производитель;Категория;Раздел;Вес [кг];Объём [л]
TA-1.3-N2-С[126-300]-SP1Y;Право на использование TrustAccess-S для защиты 1 рабочей станции. Включена ТП уровня Базовый, срок 1 год;0;0;;;2970;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-С[>300]-SP1Y;Право на использование TrustAccess-S для защиты 1 рабочей станции. Включена ТП уровня Базовый, срок 1 год;0;0;;;2805;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-С[1-50]-SP1Y;Право на использование TrustAccess-S для защиты 1 рабочей станции. Включена ТП уровня Базовый, срок 1 год;0;0;;;3300;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-С[1-50];TrustAccess-S для защиты 1 рабочей станции;0;0;;;8500;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.10;0,07
TA-1.x-N2-С[1-50];TrustAccess для защиты 1 рабочей станции (от 1 до 50 шт.)*TA-1.x-N2-С[1-50];0;0;;;8245;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.x-N2-С[>125];TrustAccess для защиты 1 рабочей станции (более 125 шт.)*TA-1.x-N2-С[>125];0;0;;;6014;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-S[26-50];TrustAccess-S для защиты гостайны, на 1 сервер (от 26 до 50 шт.);0;0;;;40000;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3.1-N2-S[26-50];TrustAccess-S для защиты 1 сервера*TA-1.3.1-N2-S[26-50];0;0;;;30000;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-C[>300];Право на использование TrustAccess-S для защиты 1 рабочей станции*TA-1.3-N2-С[>300];0;0;;;2550;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-S[11-25]-SP1Y;Право на использование TrustAccess-S для защиты 1 сервера. Включена ТП уровня Базовый, срок 1 год *TA-1.3-N2-S[11-25]-SP1Y;0;0;;;49500;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-S[26-50]-SP1Y;Право на использование TrustAccess-S для защиты 1 сервера. Включена ТП уровня Базовый, срок 1 год *TA-1.3-N2-S[26-50]-SP1Y;0;0;;;44000;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-S[>50]-SP1Y;Право на использование TrustAccess-S для защиты 1 сервера. Включена ТП уровня Базовый, срок 1 год *TA-1.3-N2-S[>50]-SP1Y;0;0;;;38500;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-С[51-125]-SP1Y;Право на использование TrustAccess-S для защиты 1 рабочей станции. Включена ТП уровня Базовый, срок 1 год;0;0;;;3135;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.x-N4-S[1-10];TrustAccess для защиты 1 сервера (от 1 до 10 шт.);0;0;;;13580;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.01;0,07
TA-1.x-N4-S[>25];TrustAccess для защиты 1 сервера (более 25 шт.);0;0;;;8245;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.x-N4-C[1-50];TrustAccess для защиты 1 рабочей станции (от 1 до 50 шт.);0;0;;;2910;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.01;0,07
TA-1.x-N2-S[>50];TrustAccess-S для защиты 1 сервера (более 50 шт.);0;0;;;29100;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3.1-N2-C[>300];TrustAccess-S для защиты 1 рабочей станци*TA-1.3.1-N2-С[>300];0;0;;;5300;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3.1-N2-S[1-10];TrustAccess-S для защиты 1 сервера*TA-1.3.1-N2-S[1-10];0;0;;;50000;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.00;0,00
TA-1.3-N2-C[1-50];Право на использование TrustAccess-S для защиты 1 рабочей станции*TA-1.3-N2-С[1-50];0;0;;;3000;;;Код Безопасности;TrustAccess Гостайна_Софт право;17. Решения информационной безопасности -> Код Безопасности -> TrustAccess;0.01;0,07
