Всего позиций: 11584 ;;;;;;;;;;;
Артикул;Наименование;Производитель;Св.;Св.+Тр.;Б. Тр.;Цена*;Цена руб.**;Доп.;;;
Аксессуары и портативная электроника->Web-камеры;;;;;;;;;;;
AT-SP10SR;Allied Telesis 850nm 10G SFP+ - Hot Swappable, 300M using High bandwidth MMF;Allied Telesis;много ;много ;;570;;
SFP-GE-LX-SM1490-BIDI;Huawei Optical Transceiver,eSFP,GE,BIDI Single-mode Module(TX1490/RX1310,10km,LC);Huawei;2 ;2 ;;572.9;;;;;
JD119B;HP X120 1G SFP LC LX Transceiver (repl. for JD494A);HP;много ;много ;;701.03;;;;;
S-SFP-GE-LH40-SM1550;Huawei Optical Transceiver,eSFP,GE,Single-mode Module(1550nm,40km,LC);Huawei;0 ;0 ;;867.1;;;;;
J9150A;HP X132 10G SFP+ LC SR Transceiver;HP;много ;много ;;893.98;;;;;
AXM762-10000S;NETGEAR Optical module 10GBase-LR SFP+ (up to 10km), single mode cable, LC connector;NETGEAR;0 ;0 ;;935.25;;;;;
OSX001001;Huawei Optical transceiver,SFP+,1310nm,10Gb/s,-8.2~0.5dBm,-12.6dBm,LC,SM,10km;Huawei;0 ;0 ;;1319.5;;;;;
JD092B;HP X130 10G SFP+ LC SR Transceiver;HP;много ;много ;20.02.2015(ОТС);1584.41;;;;;
6230629;HUAWEI SFP Transceiver 8 Gbps SW 8-Pack with License to activate 8 additional FC ports (for SNS2124) (06230629);Huawei;0 ;0 ;;2273.8000000000002;;;;;
Сетевое оборудование->Локальные сети->Управляемые коммутаторы->Smart (WEB) управляемые;;;;;;;;;;;
DES-1100-16/A2A;D-Link DES-1100-16/A2A, 16 ports compact 11” EasySmart switch;D-Link;2 ;2 ;;52.35;;;;;
GS1900-8;ZyXEL GS1900-8 Интеллектуальный коммутатор Gigabit Ethernet с 8 разъемами RJ-45;Zyxel;много ;много ;;81;;;;;
JG536A#ABB;HP 1910-8 Switch (8x10/100 RJ-45 + 2x10/100/1000 or SFP, Web, SNMP, L3 static, 19');HP;0* ;0 ;;90.23;;;;;
J9800A#ABB;HP 1810-8 Switch (7 ports 10/100 + 1 port 10/100/1000, WEB-managed, fanless, desktop) (repl. for J9079A);HP;много ;много ;;93.34;;;;;
DES-1100-26/A1A;D-Link DES-1100-26/A1A, EasySmart switch 24 ports 10/100Mbps and 2 Combo 10/100/1000BASE-T/SFP (1000Mbps);D-Link;много ;много ;;101.53;;;;;
JG912A#ABB;HP 1620-8G Switch (8x10/100/1000 RJ-45, basic Web, 19'');HP;много ;много ;;108.47;;;;;
DGS-1100-08P/A1A;D-Link DGS-1100-08P, 8 10/100/1000Base-T PoE ports, Smart Gigabit Ethernet switch;D-Link;много ;много ;;110.25;;;;;
DGS-1100-16/A1A;D-Link DGS-1100-16/A1A, 16-port 10/100/1000Base-T compact 11” EasySmart switch;D-Link;0 ;много ;14.02.2015(ОТС);111.75;;
J9802A#ABB;HP 1810-8G Switch (8 ports 10/100/1000, WEB-managed, fanless, desktop, can be powered with PoE) (repl. for J9449A, JD865A);HP;много ;много ;;112.01;;
DES-1210-10/ME;D-Link DES-1210-10/ME, WEB Smart III Switch with 8 ports 10/100Mbps and 2 Combo 10/100/1000BASE-T/SFP;D-Link;2 ;2 ;;118.57;;
GS108T-200GES;NETGEAR Managed Smart-switch with 8GE ports with external power supply and Green features, can act as PD;NETGEAR;много ;много ;;123.91;;
GS1900-16;ZyXEL GS1900-16 Интеллектуальный коммутатор Gigabit Ethernet с 16 разъемами RJ-45;Zyxel;много ;много ;;138;;
FS526T-200EUS;NETGEAR Managed Web Smart switch 24FE+2GE;NETGEAR;2 ;2 ;;146.65;;
DES-1210-28/B1A;D-Link DES-1210-28, WEB Smart III Switch with 24 10/100Base-TX + 2 10/100/1000BASE-T + 2 combo of 10/100/1000BASE-T/SFP;D-Link;много ;много ;;149.25;;
AT-FS750/16;Allied Telesis 16x10/100 Websmart switch + 2 SFP/1000T Combo Ports (VLAN group, Port Trunking, Port Mirroring, QoS) rackmount hardware included;Allied Telesis;много ;много ;20.02.2015(ОТС);150;;
DES-1210-26/ME/B1A;D-Link DES-1210-26/ME/B1A, Managed Switch with 24 10/100Base-TX + 2 Combo of 10/100/1000BASE-T/SFP;D-Link;много ;много ;;152.25;;
J9801A#ABB;HP 1810-24 Switch (22 ports 10/100 + 2 ports 10/100/1000 + 2 SFP, WEB-managed, fanless, 19') (repl. for J9080A);HP;много ;много ;;153.16999999999999;;
JG538A#ABB;HP 1910-24 Switch (24x10/100 RJ-45 + 2x10/100/1000 or SFP, Web, SNMP, L3 static, 19') (repl. for JD990A);HP;много ;много ;;160.76;;
GS1900-24E;ZyXEL GS1900-24E Интеллектуальный коммутатор Gigabit Ethernet с 24 разъемами RJ-45;Zyxel;много ;много ;;162;;
JG348A#ABB;HP 1910-8G Switch (8x10/100/1000 RJ-45 + 1xSFP Web, SNMP, L3 static, single IP management up to 32 units, 19');HP;много ;много ;;164.99;;
DES-1210-08P/B1A;D-Link DES-1210-08P/B1A, WEB Smart III Switch with 8 PoE ports 10/100Mbps;D-Link;много ;много ;;165.75;;
AT-FS750/24;Allied Telesis 24x10/100 Websmart switch + 2 SFP/1000T Combo Ports (VLAN group, Port Trunking, Port Mirroring, QoS) rackmount hardware included;Allied Telesis;много ;много ;20.02.2015(ОТС);170;;
AT-GS950/8-XX;Allied Telesis 8 port 10/100/1000TX WebSmar switch with 2 SFP bays;Allied Telesis;много ;много ;ППЗ;170;;
GS1900-8HP;ZyXEL GS1900-8HP Интеллектуальный High Power PoE-коммутатор (70W) Gigabit Ethernet с 8 разъемами RJ-45;Zyxel;много ;много ;;174;;
DGS-1210-20/ME/A1A;D-Link DGS-1210-20/ME/A1A, Gigabit Smart Switch with 16 10/100/1000Base-T ports and 4 Gigabit SFP ports;D-Link;много ;много ;;183;;
GS1900-24;ZyXEL GS1900-24 Интеллектуальный коммутатор Gigabit Ethernet с 24 разъемами RJ-45 и 2 SFP-слотами;Zyxel;много ;много ;;195;;
DGS-1210-10P/B1A;D-Link DGS-1210-10P, Gigabit Smart III Switch with 8 10/100/1000Base-T PoE ports and 2 combo 1000Base-T/MiniGBIC (SFP) ports;D-Link;много ;много ;;196.5;;
JG920A#ABB;HP 1920-8G Switch (8x10/100/1000 RJ-45 + 2xSFP, Web-managed, static routing, 19');HP;много ;много ;;202.58;;
GS110TP-200EUS;NETGEAR Managed Smart-switch 8GE+2SFP ports (8GE PoE ports) w ext. p/s, PoE budget up to 46W, Green features(repl.GS110TP-100EUS);NETGEAR;много ;много ;ПП;203.58;;
J9803A#ABB;HP 1810-24G Switch (24 ports 10/100/1000 + 2 SFP, WEB-managed, fanless, 19') (repl. for J9450A);HP;много ;много ;;216.87;;
JG537A#ABB;HP 1910-8-PoE+ Switch (8x10/100 RJ-45 PoE+ + 2x10/100/1000 or SFP, Web, SNMP, L3 static, 19') (repl. for JD877A);HP;много ;много ;;226.72;;
GS716T-300EUS;NETGEAR Managed Smart-switch with 14GE+2SFP(Combo) ports (repl. GS716T-200EUS);NETGEAR;много ;много ;ПП;231.95;;
S1728GWR-4P-AC;Huawei S1728GWR-4P Mainframe(24 GE RJ45,4 GE SFP,AC 110/220V);Huawei;много ;много ;;240.84;;
JG913A#ABB;HP 1620-24G Switch (24x10/100/1000 RJ-45, basic Web, 19'');HP;много ;много ;;242.84;;
GS724T-400EUS;NETGEAR Managed Smart-switch with 22GE+2SFP(Combo) ports (repl. GS724T-300EUS);NETGEAR;много ;много ;ПП;245.11;;
FS728TLP-100EUS;NETGEAR Managed Smart-switch 24FE+2GE+2SFP(Combo) ports (12FE PoE ports), PoE budget up to 100W;NETGEAR;0 ;много ;ПП;245.51;;
MES3500-24;ZyXEL 24-портовый управляемый коммутатор L2+ Metro Fast Ethernet с 4 портами Gigabit Ethernet совмещенными с SFP-слотами;Zyxel;0* ;0 ;;258;;
GS1920-24;ZyXEL GS1920-24 Интеллектуальный коммутатор Gigabit Ethernet с 24 разъемами RJ-45 и 4 SFP-слотами совмещенными с разъемами RJ-45;Zyxel;много ;много ;;264;;
JE005A#ABB;HP 1910-16G Switch (16x10/100/1000 RJ-45 + 4xSFP Web, SNMP, L3 static, single IP management up to 32 units, 19');HP;много ;много ;;269.2;;
AT-GS950/16-XX;Allied Telesis 16x10/100/1000TX WebSmart switch + 2xSFP (VLAN group, Port Trunking, Port Mirroring, QoS) rackmount hardware included;Allied Telesis;много ;много ;;270;;
DES-1210-52/B1A;D-Link DES-1210-52/B1A, WEB Smart III Switch with 48 ports 10/100Mbps and 2 ports 10/100/1000Mbps and 2 Combo 10/100/1000BASE-T/SFP;D-Link;много ;много ;;271.5;;
GS510TP-100EUS;NETGEAR Managed Smart-switch 8GE+2SFP ports (8GE PoE+ ports), PoE budget up to 130W;NETGEAR;много ;много ;ПП;274.45999999999998;;
JE006A#ABB;HP 1910-24G Switch (24x10/100/1000 RJ-45 + 4xSFP Web, SNMP, L3 static, single IP management up to 32 units, 19');HP;много ;много ;;284.66000000000003;;
GS516TP-100EUS;NETGEAR Managed Smart-switch 16GE+2SFP ports (8GE PoE ports, 2xPOE+PD), PoE budget up to 70W, stat.rout.;NETGEAR;2 ;2 ;;294.06;;
JG540A#ABB;HP 1910-48 Switch (48x10/100 RJ-45 + 2x10/100/1000 + 2xSFP, Web, SNMP, L3 static, 19') (repl. for JD994A);HP;много ;много ;;298;;
DES-1210-28P/B1A;D-Link DES-1210-28P/B1A, WEB Smart III Switch with 24 PoE ports 10/100Mbps and 2 ports 10/100/1000Mbps and 2 Combo 10/100/1000BASE-T/SFP;D-Link;много ;много ;;314.25;;
JG923A#ABB;HP 1920-16G Switch (16x10/100/1000 RJ-45 + 4xSFP, Web-managed, static routing, 19');HP;много ;много ;;316.7;;
FS750T2EU;NETGEAR 48x 10/100 Smart Switch with 2x 10/100/1000 Ports and 2xSFP slots;NETGEAR;0 ;1 ;ПП;319.26;;
FS728TP-100EUS;NETGEAR Managed Smart-switch 24FE+2GE+2SFP(Combo) ports (24FE PoE ports), PoE budget up to 192W;NETGEAR;много ;много ;;346.09;;
AT-GS950/10PS-50;Allied Telesis Gigabit Smart Access PoE+ switch, 8+2 ports;Allied Telesis;1 ;много ;;359.92;;
AT-GS950/24-XX;Allied Telesis 20x10/100/1000T + 4x10/100/1000T or SFP WebSmart switch (VLAN group, Port Trunking, Port Mirroring, QoS, 19');Allied Telesis;много ;много ;;360;;
AT-FS750/48;Allied Telesis 48 Port Fast Ethernet Smartswitch (Web based);Allied Telesis;много ;много ;ППЗ;360;;
JG539A#ABB;HP 1910-24-PoE+ Switch (24x10/100 RJ-45 PoE+ + 2x10/100/1000 or SFP, Web, SNMP, L3 static, 19') (repl. for JD992A);HP;много ;много ;;373.83;;
JG349A#ABB;HP 1910-8G-PoE+ (65W) Switch (8x10/100/1000 RJ-45 PoE+ + 1xSFP Web, SNMP, L3 static, single IP management up to 32 units, 19') (repl. for JD864A);HP;много ;много ;;389.15;;
JG921A#ABB;HP 1920-8G-PoE+ (65W) Switch (8x10/100/1000 PoE+ RJ-45 + 2xSFP, Web-managed, static routing, 19');HP;0 ;0 ;;401.34;;
GS1900-48;ZyXEL GS1900-48 Интеллектуальный коммутатор Gigabit Ethernet с 48 разъемами RJ-45 и 2 SFP-слотами;Zyxel;0* ;0 ;;410;;
JG350A#ABB;HP 1910-8G-PoE+ (180W) Switch (8x10/100/1000 RJ-45 PoE+ + 1xSFP Web, SNMP, L3 static, single IP management up to 32 units, 19');HP;много ;много ;;417.54;;
JG924A#ABB;HP 1920-24G Switch (24x10/100/1000 RJ-45 + 4xSFP, Web-managed, static routing, 19');HP;много ;много ;;430.82;;
JG914A#ABB;HP 1620-48G Switch (48x10/100/1000 RJ-45, basic Web, 19'');HP;много ;много ;;474.17;;
GS1900-24HP;ZyXEL GS1900-24HP Интеллектуальный High Power PoE-коммутатор (170W) Gigabit Ethernet с 24 разъемами RJ-45 и 2 SFP-слотами;Zyxel;много ;много ;;484;;
GS1920-48;Zyxel Интеллектуальный коммутатор Gigabit Ethernet с 48 разъемами RJ-45 из которых 4 совмещены с SFP-слотами и 2 дополнительными SFP-слотами;Zyxel;1 ;1 ;;494;;
JG922A#ABB;HP 1920-8G-PoE+ (180W) Switch (8x10/100/1000 PoE+ RJ-45 + 2xSFP, Web-managed, static routing, 19');HP;много ;много ;;507.86;;
DGS-1210-52/ME/A1A;D-Link DGS-1210-52/ME/A1A, Managed Gigabit Switch with 48 10/100/1000Base-T + 4 SFP Ports;D-Link;много ;много ;;516;;
J9660A#ABB;HP 1810-48G Switch (48 ports 10/100/1000 + 4 SFP, WEB-managed, 19');HP;много ;много ;;526.33000000000004;;
GS728TSB-100EUS;NETGEAR Managed Smart-switch with 22GE+2SFP(Combo)+2SFP ports with static routing and IPv6, stackable (containing AGC761 cable);NETGEAR;много ;много ;;531.23;;
GS748T-500EUS;NETGEAR 48 x 10/100/1000 Smart Managed Gigabit Switch with 4 SFP Gbic Slots (repl. GS748TEU);NETGEAR;много ;много ;;542.45000000000005;;
GS728TP-100EUS;NETGEAR Managed Smart-switch with 24GE+4SFP ports (24 PoE ports with first 8 port supporting PoE+) with static routing and IPv6,PoE budget up to 192W;NETGEAR;мало ;много ;ПП;546.19000000000005;;
DGS-1210-28P/ME/FTA1A;D-Link DGS-1210-28P/ME/FTA1A, Managed Gigabit Switch with 24 10/100/1000Base-T PoE + 4 SFP Ports;D-Link;много ;много ;;556.5;;
DGS-1210-28P/ME/A1A;D-Link DGS-1210-28P/ME/A1A, Managed Gigabit Switch with 24 10/100/1000Base-T PoE + 4 SFP Ports;D-Link;много ;много ;;556.5;;
JE009A#ABB;HP 1910-48G Switch (48x10/100/1000 RJ-45 + 4xSFP Web, SNMP, L3 static, single IP management up to 32 units, 19');HP;много ;много ;;570.01;;
AT-GS950/48-XX;Allied Telesis 48 port 10/100/1000TX WebSmart switch with 4 SFP bays;Allied Telesis;много ;много ;;579.6;;
JE008A#ABB;HP 1910-24G-PoE(170W) Switch (24x10/100/1000 RJ-45 + 4xSFP Web, PoE 170W, SNMP, L3 static, single IP management up to 32 units, 19');HP;много ;много ;;626.32000000000005;;
GS1920-24HP;ZyXEL GS1920-24HP Интеллектуальный High Power PoE-коммутатор (375W) Gigabit Ethernet с 24 разъемами RJ-45 и 4 SFP-слотами совмещенными с разъемами RJ-45;Zyxel;0 ;много ;02.03.2015(ОП);642;;
AT-GS950/16PS-50;Allied Telesis Gigabit Smart Access PoE+ switch 16 ports;Allied Telesis;много ;много ;ПП;650;;
GS728TPSB-100EUS;NETGEAR Managed Smart-switch with 22GE+2SFP(Combo)+2SFP ports (including 16GE PoE and 8 PoE+ ports) with static routing and IPv6, stackable (containing AGC761 cable), PoE budget up to 192W;NETGEAR;0 ;много ;ПП;716.45;;
GS1900-48HP;ZyXEL GS1900-48HP Интеллектуальный High Power PoE-коммутатор (170W) Gigabit Ethernet с 48 разъемами RJ-45 и 2 SFP-слотами;Zyxel;1 ;1 ;;731;;
JE007A#ABB;HP 1910-24G-PoE (365W) Switch (24x10/100/1000 RJ-45 + 4xSFP Web, PoE 365W, SNMP, L3 static, single IP management up to 32 units, 19');HP;много ;много ;;782.34;;
GS728TPP-100EUS;NETGEAR Managed Smart-switch with 24GE+4SFP ports (24 PoE+ ports) with static routing and IPv6,PoE budget up to 384W(up to 720W via EPS);NETGEAR;1 ;1 ;;797.59;;
XGS1910-24;ZyXEL XGS1910-24 Интеллектуальный коммутатор Gigabit Ethernet с 24 разъемами RJ-45 из которых 4 совмещены с SFP-слотами и 2 слотами 10G SFP+;Zyxel;0 ;0 ;;832;;
JG925A#ABB;HP 1920-24G-PoE+ (180W) Switch (24x10/100/1000 PoE+ RJ-45 + 4xSFP, Web-managed, static routing, 19');HP;много ;много ;;857.84;;
GS728TXS-100NES;NETGEAR Managed Smart-switch with 24GE+4SFP+(10G) ports with static routing and IPv6, stackable;NETGEAR;1 ;1 ;;860.43;;
JG927A#ABB;HP 1920-48G Switch (48x10/100/1000 RJ-45 + 4xSFP, Web-managed, static routing, 19');HP;много ;много ;;861.65;;
GS1920-48HP;Zyxel Интеллектуальный High Power PoE-коммутатор Gigabit Ethernet с 48 разъемами RJ-45 из которых 4 совмещены с SFP-слотами и 2 дополнительными SFP-слотами;Zyxel;1 ;1 ;;987;;
JG926A#ABB;HP 1920-24G-PoE+ (370W) Switch (24x10/100/1000 PoE+ RJ-45 + 4xSFP, Web-managed, static routing, 19');HP;много ;много ;;1029.99;;
GS752TSB-100EUS;NETGEAR Managed Smart-switch with 46GE+2SFP(Combo)+2SFP ports with static routing and IPv6, stackable (containing AGC761 cable);NETGEAR;много ;много ;;1040;;
AT-GS950/48PS-50;Allied Telesis Gigabit Smart Access PoE+ switch 48 ports;Allied Telesis;0 ;много ;;1090;;
GS752TP-100EUS;NETGEAR Managed Smart-switch with 48GE+4SFP ports (48 PoE ports with first 8 port supporting PoE+) with static routing and IPv6,PoE budget up to 384W;NETGEAR;много ;много ;;1159.71;;
XS708E-100NES;NETGEAR 8-port 10GBase-T ProSafe Plus switch with combo one 10GBase-T/SFP+ port, managed via GUI,Rackmount;NETGEAR;много ;много ;ПП;1159.71;;;;;
GS752TPSB-100EUS;NETGEAR Managed Smart-switch with 46GE+2SFP(Combo)+2SFP ports (including 40GE PoE and 8 PoE+ ports) with static routing and IPv6, stackable (containing AGC761 cable), PoE budget up to 384W;NETGEAR;3 ;3 ;;1432.89;;;;;
GS752TXS-100EUS;NETGEAR Managed Smart-switch with 48GE+4SFP+(10G) ports with static routing and IPv6, stackable;NETGEAR;0 ;0 ;;1533.81;;;;;
XGS1910-48;ZyXEL XGS1910-48 Интеллектуальный коммутатор Gigabit Ethernet с 48 разъемами RJ-45 из которых 4 совмещены с SFP-слотами и 4 слотами 10G SFP+;Zyxel;0 ;0 ;;1550;;;;;
XS712T-100NES;NETGEAR Managed Smart-switch with 10GBase-T+2SFP+/10GBase-T(Combo),with extended ACL/QoS and IPv6 support;NETGEAR;2 ;много ;ПП;2132.37;;;;;
JG932A#ABB;HP 5130-24G-4SFP+ EI Switch (24x10/100/1000 RJ-45 + 4x1/10G SFP+, Managed static L3, Stacking, IRF, 19');HP;2 ;2 ;;3025.54;;;;;
JG936A#ABB;HP 5130-24G-PoE+-4SFP+ EI Swch (24x10/100/1000 PoE+ RJ-45 + 4x1/10G SFP+, 370W, Managed static L3, Stacking, IRF, 19');HP;0 ;0 ;;3516.38;;;;;
JG933A#ABB;HP 5130-24G-SFP-4SFP+ EI Switch (16x100/1000 SFP + 8x100/1000 SFP or RJ-45 + 4x1/10G SFP+, Managed static L3, Stacking, IRF, 2 p/s slots, no p/s included, 19');HP;2 ;2 ;;3808.81;;;;;
JG934A#ABB;HP 5130-48G-4SFP+ EI Switch (48x10/100/1000 RJ-45 + 4x1/10G SFP+, Managed static L3, Stacking, IRF, 19');HP;0* ;0 ;;4127.54;;;;;
JG937A#ABB;HP 5130-48G-PoE+-4SFP+ EI Swch (48x10/100/1000 PoE+ RJ-45 + 4x1/10G SFP+, 370W, Managed static L3, Stacking, IRF, 19');HP;0 ;0 ;;5011.22;;;;;
Сетевое оборудование->Локальные сети->Управляемые коммутаторы->Коммутаторы для рабочих групп;;;;;;;;;;;
J9019B#ABB;HP 2510-24 Switch (24 ports 10/100 + 2 10/100/1000 or 2mini-Gbics, Managed, Layer 2, Stackable 19', Fanless design) (repl. for JE025A, JF427A);HP;1 ;1 ;;;;НЗС Нов.;;;
DGS-1100-05/A1A;D-Link DGS-1100-05, EasySmart Switch 5 x 10/100/1000BASE-T ports;D-Link;много ;много ;;36.68;;;;;
GS-108S EE;ZyXEL GS-108S EE Восьмипортовый коммутатор Gigabit Ethernet с приоритетными портами;Zyxel;много ;много ;;44;;;;;
DGS-1100-08/A1A;D-Link DGS-1100-08, 8 10/100/1000BASE-T ports Easy Smart Gigabit Ethernet Switches with Web;D-Link;0 ;много ;14.02.2015(ОТС);48.9;;;;;
DGS-1100-06/ME/A1B;D-Link DGS-1100-06/ME/A1B, 5 10/100/1000Base-T ports and 1 SFP port Metro CPE;D-Link;много ;много ;;60.15;;;;;
DES-1100-24/A2A;D-Link DES-1100-24/A2A, 24 ports compact 11” EasySmart switch;D-Link;много ;много ;;65.400000000000006;;
DGS-1100-10/ME/A1A;D-Link DGS-1100-10/ME/A1A, 8-Port 10/100/1000Base-T ports + 2 combo 100/1000Base-T/SFP ports Metro Ethernet Switch;D-Link;мало ;мало ;;84;;
TS-5-POE;5-Port PoE ToughSwitch;Ubiquiti;18 ;563 ;16.02.2015(УЛ);96;;
DGS-1210-10/C1A;D-link DGS-1210-10/C1A, Коммутатор;D-Link;0 ;много ;14.02.2015(ОТС);99.1;;Нов.
ES-2108-G;ZyXEL 8-портовый управляемый коммутатор Fast Ethernet с портом Gigabit Ethernet совмещенным с SFP-слотом;Zyxel;много ;много ;;123;;
DGS-1100-18/B1A;D-link DGS-1100-18/B1A, Коммутатор;D-Link;0 ;много ;14.02.2015(ОТС);126.25;;Нов.
DGS-1100-24/A1A;D-Link DGS-1100-24/A1A, 24-port 10/100/1000Base-T compact 11” EasySmart switch;D-Link;1 ;2 ;ОТСЗ;132;;
DGS-1100-26/B1A;D-link DGS-1100-26/B1A, Коммутатор;D-Link;0 ;много ;14.02.2015(ОТС);149.33000000000001;;Нов.
FSM5210P-100NES;NETGEAR Managed L2 switch with CLI and 8FE+2SFP(Combo) including 8 PoE ports, PoE budget up to 66W with static routing and MVR';NETGEAR;0 ;0 ;;155.82;;
DGS-1210-20/C1A;D-Link DGS-1210-20/C1A, Gigabit Smart Switch with 16 10/100/1000Base-T ports and 4 Gigabit SFP ports;D-Link;много ;много ;;157.5;;
J9833A#ABB;HP PS1810-8G Switch (8 ports 10/100/1000, WEB-managed, fanless, desktop, can be powered with PoE, stackable with MicroServer Gen8);HP;много ;много ;;160.88;;
DES-1210-28/ME/B2A;D-Link DES-1210-28/ME/B2A, WEB Smart III Switch with 24 10/100Base-TX + 2 Combo of 10/100/1000BASE-T/SFP + 2 SFP;D-Link;много ;много ;;161.88;;
S1700-28FR-2T2P-AC;Huawei S1700-28FR-2T2P-AC Mainframe(24 FE RJ45,2 GE RJ45,2 GE SFP,AC 110/220V);Huawei;3 ;3 ;;162;;
DES-3200-10/C1A;D-Link DES-3200-10, 8 Port 10/100Mbps + 1 100/1000 SFP + 1 Combo 10/100/1000 BASE-T / 100/1000 SFP L2 Management Switch;D-Link;много ;много ;;162.75;;
DGS-1210-10/ME/A1A;D-link DGS-1210-10/ME/A1A, Коммутатор;D-Link;0 ;много ;14.02.2015(ОТС);162.9;;Нов.
DES-1228/ME/B1A;D-Link DES-1228/ME/B1A, 24-Port 10/100Mbps + 2 100/1000 SFP + 2 Combo 1000BASE-T/SFP L2 MetroEthernet Switch;D-Link;много ;много ;;176.25;;
